time_s,current_A
0.44013524055480957,0.032967
0.44461750984191895,0.032967
0.54815673828125,0.029304
0.6528072357177734,0.032967
0.7568316459655762,0.032967
0.8612995147705078,0.025641
0.9647915363311768,0.029304
1.0696511268615723,0.032967
1.1731369495391846,0.025641
1.277773141860962,0.029304
1.3821568489074707,0.032967
1.4863708019256592,0.029304
1.5902338027954102,0.058608
1.6942017078399658,0.076923
1.7989561557769775,0.139194
1.9029886722564697,0.032967
2.00703501701355,0.135531
2.1108322143554688,0.124542
2.214970350265503,0.131868
2.319075107574463,0.054945
2.4234917163848877,0.091575
2.5277328491210938,0.065934
2.6308488845825195,0.029304
2.7351057529449463,0.128205
2.8399229049682617,0.032967
2.943333625793457,0.087912
3.047490358352661,0.043956
3.151654005050659,0.025641
3.256216049194336,0.025641
3.3602817058563232,0.032967
3.464010715484619,0.029304
3.5685267448425293,0.032967
3.673272132873535,0.032967
3.7764317989349365,0.025641
3.8806726932525635,0.021978
3.9848618507385254,0.029304
4.089173793792725,0.021978
4.193410873413086,0.058608
4.297588586807251,0.032967
4.401116847991943,0.142857
4.504966974258423,0.106227
4.609902381896973,0.065934
4.713206768035889,0.029304
4.817955017089844,0.131868
4.921861171722412,0.172161
5.026325225830078,0.032967
5.130568981170654,0.113553
5.234355926513672,0.051282
5.337856769561768,0.032967
5.441941976547241,0.029304
5.546723127365112,0.029304
5.651048183441162,0.029304
5.755185604095459,0.029304
5.859138011932373,0.021978
5.962906837463379,0.03663
6.067275524139404,0.021978
6.1716368198394775,0.032967
6.276137113571167,0.03663
6.380158185958862,0.029304
6.4834372997283936,0.025641
6.58780837059021,0.032967
6.692401170730591,0.047619
6.796111106872559,0.032967
6.899740219116211,0.032967
7.0042641162872314,0.032967
7.108796119689941,0.029304
7.212693929672241,0.025641
7.316271543502808,0.029304
7.4201624393463135,0.03663
7.524420261383057,0.168498
7.628845930099487,0.029304
7.732769727706909,0.03663
7.837363004684448,0.025641
7.940794229507446,0.252747
8.045796394348145,0.091575
8.149647951126099,0.190476
8.253007888793945,0.058608
8.357285499572754,0.032967
8.461784362792969,0.080586
8.565919876098633,0.029304
8.670140027999878,0.062271
8.77426528930664,0.029304
8.87830138206482,0.029304
8.981401920318604,0.161172
9.085546016693115,0.029304
9.189855337142944,0.032967
9.293579578399658,0.025641
9.398152351379395,0.054945
9.502027988433838,0.032967
9.606595277786255,0.025641
9.710543870925903,0.025641
9.814429759979248,0.029304
9.918094873428345,0.032967
10.022946834564209,0.021978
10.126097440719604,0.029304
10.230697393417358,0.080586
10.334628820419312,0.029304
10.438951253890991,0.025641
10.542864322662354,0.029304
